time,input,output
-5,0.293065,0.15196
-4.9,0.293065,0.148342
-4.8,0.293065,0.148342
-4.7,0.293065,0.148342
-4.6,0.293065,0.15196
-4.5,0.289447,0.148342
-4.4,0.296683,0.15196
-4.3,0.293065,0.15196
-4.2,0.293065,0.15196
-4.1,0.293065,0.15196
-4,0.293065,0.15196
-3.9,0.293065,0.148342
-3.8,0.289447,0.148342
-3.7,0.293065,0.148342
-3.6,0.293065,0.15196
-3.5,0.293065,0.15196
-3.4,0.293065,0.15196
-3.3,0.293065,0.15196
-3.2,0.293065,0.15196
-3.1,0.293065,0.15196
-3,0.293065,0.15196
-2.9,0.293065,0.15196
-2.8,0.289447,0.15196
-2.7,0.293065,0.15196
-2.6,0.293065,0.15196
-2.5,0.293065,0.15196
-2.4,0.293065,0.15196
-2.3,0.289447,0.148342
-2.2,0.293065,0.15196
-2.1,0.293065,0.148342
-2,0.293065,0.15196
-1.9,0.293065,0.15196
-1.8,0.293065,0.15196
-1.7,0.293065,0.15196
-1.6,0.293065,0.15196
-1.5,0.293065,0.15196
-1.4,0.296683,0.15196
-1.3,0.293065,0.148342
-1.2,0.293065,0.15196
-1.1,0.293065,0.15196
-1,0.293065,0.15196
-0.9,0.293065,0.15196
-0.8,0.293065,0.148342
-0.7,0.293065,0.148342
-0.6,0.293065,0.15196
-0.5,0.293065,0.15196
-0.4,0.293065,0.148342
-0.3,0.296683,0.15196
-0.2,0.293065,0.148342
-0.1,0.296683,0.15196
0,0.289447,0.15196
0.1,0.293065,0.148342
0.2,0.293065,0.148342
0.3,0.293065,0.148342
0.4,0.296683,0.15196
0.5,0.293065,0.148342
0.6,0.293065,0.15196
0.7,0.293065,0.148342
0.8,0.293065,0.148342
0.9,0.293065,0.15196
1,0.293065,0.15196
1.1,0.293065,0.15196
1.2,0.293065,0.15196
1.3,0.293065,0.148342
1.4,0.293065,0.148342
1.5,0.296683,0.15196
1.6,0.293065,0.148342
1.7,0.296683,0.148342
1.8,0.293065,0.148342
1.9,0.293065,0.15196
2,0.296683,0.15196
2.1,0.293065,0.148342
2.2,0.293065,0.148342
2.3,0.296683,0.15196
2.4,0.293065,0.148342
2.5,0.293065,0.15196
2.6,0.293065,0.148342
2.7,0.289447,0.148342
2.8,0.293065,0.15196
2.9,0.289447,0.148342
3,0.293065,0.15196
3.1,0.293065,0.148342
3.2,0.293065,0.148342
3.3,0.293065,0.148342
3.4,0.293065,0.148342
3.5,0.296683,0.15196
3.6,0.293065,0.148342
3.7,0.296683,0.15196
3.8,0.293065,0.148342
3.9,0.293065,0.15196
4,0.293065,0.15196
4.1,0.293065,0.15196
4.2,0.293065,0.148342
4.3,0.293065,0.148342
4.4,0.293065,0.148342
4.5,0.293065,0.148342
4.6,0.296683,0.15196
4.7,0.293065,0.148342
4.8,0.293065,0.15196
4.9,0.293065,0.15196
