time,input,output
-5,0.488844,0.276583
-4.9,0.488844,0.276583
-4.8,0.488844,0.276583
-4.7,0.488844,0.276583
-4.6,0.488844,0.276583
-4.5,0.488844,0.276583
-4.4,0.488844,0.276583
-4.3,0.488844,0.276583
-4.2,0.488844,0.276583
-4.1,0.488844,0.276583
-4,0.488844,0.276583
-3.9,0.488844,0.276583
-3.8,0.488844,0.276583
-3.7,0.488844,0.276583
-3.6,0.488844,0.276583
-3.5,0.488844,0.276583
-3.4,0.488844,0.276583
-3.3,0.488844,0.276583
-3.2,0.488844,0.276583
-3.1,0.488844,0.276583
-3,0.488844,0.276583
-2.9,0.488844,0.276583
-2.8,0.488844,0.276583
-2.7,0.488844,0.276583
-2.6,0.488844,0.276583
-2.5,0.488844,0.276583
-2.4,0.488844,0.276583
-2.3,0.482412,0.276583
-2.2,0.488844,0.276583
-2.1,0.488844,0.276583
-2,0.488844,0.276583
-1.9,0.488844,0.276583
-1.8,0.488844,0.283015
-1.7,0.488844,0.276583
-1.6,0.488844,0.276583
-1.5,0.488844,0.276583
-1.4,0.488844,0.276583
-1.3,0.488844,0.276583
-1.2,0.488844,0.276583
-1.1,0.488844,0.276583
-1,0.488844,0.276583
-0.9,0.488844,0.276583
-0.8,0.488844,0.276583
-0.7,0.488844,0.276583
-0.6,0.488844,0.276583
-0.5,0.488844,0.276583
-0.4,0.488844,0.276583
-0.3,0.488844,0.276583
-0.2,0.488844,0.276583
-0.1,0.488844,0.276583
0,0.488844,0.276583
0.1,0.488844,0.276583
0.2,0.488844,0.276583
0.3,0.488844,0.276583
0.4,0.488844,0.276583
0.5,0.488844,0.276583
0.6,0.488844,0.276583
0.7,0.488844,0.276583
0.8,0.488844,0.276583
0.9,0.488844,0.276583
1,0.488844,0.276583
1.1,0.488844,0.276583
1.2,0.488844,0.276583
1.3,0.488844,0.276583
1.4,0.488844,0.276583
1.5,0.488844,0.276583
1.6,0.488844,0.276583
1.7,0.488844,0.276583
1.8,0.488844,0.276583
1.9,0.488844,0.276583
2,0.488844,0.276583
2.1,0.482412,0.276583
2.2,0.488844,0.276583
2.3,0.488844,0.276583
2.4,0.488844,0.276583
2.5,0.488844,0.276583
2.6,0.488844,0.276583
2.7,0.488844,0.276583
2.8,0.488844,0.276583
2.9,0.488844,0.276583
3,0.488844,0.276583
3.1,0.488844,0.276583
3.2,0.488844,0.276583
3.3,0.488844,0.276583
3.4,0.488844,0.276583
3.5,0.488844,0.276583
3.6,0.488844,0.276583
3.7,0.488844,0.276583
3.8,0.488844,0.276583
3.9,0.488844,0.276583
4,0.488844,0.276583
4.1,0.488844,0.276583
4.2,0.488844,0.276583
4.3,0.488844,0.276583
4.4,0.488844,0.276583
4.5,0.488844,0.276583
4.6,0.488844,0.276583
4.7,0.488844,0.276583
4.8,0.488844,0.276583
4.9,0.488844,0.276583
