time,input,output
-5,0.39196,0.172462
-4.9,0.39196,0.172462
-4.8,0.397186,0.172462
-4.7,0.397186,0.172462
-4.6,0.397186,0.172462
-4.5,0.39196,0.172462
-4.4,0.397186,0.172462
-4.3,0.397186,0.172462
-4.2,0.39196,0.172462
-4.1,0.39196,0.167236
-4,0.397186,0.172462
-3.9,0.397186,0.172462
-3.8,0.397186,0.172462
-3.7,0.397186,0.172462
-3.6,0.397186,0.172462
-3.5,0.397186,0.172462
-3.4,0.39196,0.167236
-3.3,0.397186,0.172462
-3.2,0.397186,0.172462
-3.1,0.397186,0.172462
-3,0.39196,0.172462
-2.9,0.397186,0.172462
-2.8,0.39196,0.172462
-2.7,0.39196,0.172462
-2.6,0.39196,0.167236
-2.5,0.39196,0.172462
-2.4,0.397186,0.172462
-2.3,0.397186,0.172462
-2.2,0.397186,0.172462
-2.1,0.397186,0.172462
-2,0.39196,0.172462
-1.9,0.39196,0.172462
-1.8,0.397186,0.172462
-1.7,0.397186,0.172462
-1.6,0.397186,0.172462
-1.5,0.397186,0.172462
-1.4,0.397186,0.172462
-1.3,0.39196,0.172462
-1.2,0.397186,0.172462
-1.1,0.39196,0.172462
-1,0.39196,0.172462
-0.9,0.397186,0.172462
-0.8,0.39196,0.167236
-0.7,0.397186,0.172462
-0.6,0.39196,0.167236
-0.5,0.39196,0.172462
-0.4,0.39196,0.167236
-0.3,0.397186,0.172462
-0.2,0.397186,0.172462
-0.1,0.39196,0.167236
0,0.39196,0.172462
0.1,0.397186,0.172462
0.2,0.397186,0.172462
0.3,0.39196,0.167236
0.4,0.397186,0.172462
0.5,0.397186,0.172462
0.6,0.397186,0.172462
0.7,0.39196,0.167236
0.8,0.397186,0.172462
0.9,0.397186,0.172462
1,0.39196,0.172462
1.1,0.39196,0.172462
1.2,0.39196,0.167236
1.3,0.397186,0.172462
1.4,0.39196,0.167236
1.5,0.397186,0.172462
1.6,0.397186,0.172462
1.7,0.397186,0.172462
1.8,0.39196,0.172462
1.9,0.397186,0.172462
2,0.397186,0.172462
2.1,0.397186,0.172462
2.2,0.39196,0.172462
2.3,0.397186,0.172462
2.4,0.397186,0.172462
2.5,0.39196,0.172462
2.6,0.397186,0.172462
2.7,0.397186,0.172462
2.8,0.397186,0.172462
2.9,0.39196,0.167236
3,0.397186,0.172462
3.1,0.397186,0.172462
3.2,0.39196,0.167236
3.3,0.39196,0.167236
3.4,0.39196,0.172462
3.5,0.397186,0.172462
3.6,0.397186,0.172462
3.7,0.397186,0.172462
3.8,0.397186,0.172462
3.9,0.397186,0.172462
4,0.397186,0.167236
4.1,0.397186,0.172462
4.2,0.397186,0.172462
4.3,0.397186,0.172462
4.4,0.397186,0.172462
4.5,0.39196,0.172462
4.6,0.397186,0.172462
4.7,0.39196,0.172462
4.8,0.39196,0.167236
4.9,0.39196,0.172462
